ax,ay,az
7252,-1578,2892
6844,-2436,3030
7168,-2300,2032
7064,-2262,2742
7862,-2092,2256
7146,-2212,2370
7412,-2390,2024
7566,-2522,1852
7342,-2666,1802
8030,-2418,1700
7472,-2160,1448
7696,-2438,1292
7962,-2522,1062
7946,-2556,1218
7826,-2640,954
7310,-2548,966
7598,-2398,934
7842,-2648,846
7884,-2854,-146
7942,-2806,-214
8042,-2806,-186
8136,-2716,-28
7832,-2614,-394
7438,-2516,-592
7958,-2804,-1156
8124,-2910,-1428
8316,-3048,-1344
7922,-2978,-1276
7810,-2688,-1624
7820,-2880,-1840
8322,-2976,-1680
8388,-3100,-1534
8048,-2906,-1534
7548,-2516,-1380
7642,-2694,-1864
7994,-2750,-1938
8088,-2924,-2164
8134,-2790,-1918
7876,-2702,-2100
7740,-2796,-2406
7958,-3024,-2482
8014,-2940,-2310
7970,-2914,-2274
7520,-2642,-2422
7504,-2688,-2578
7558,-2938,-2696
7524,-2862,-2694
7080,-2692,-2600
6306,-2332,-2794
5362,-2280,-3158
4866,-1036,-3862
618,-1084,-3180
-106,264,-448
-450,-102,196
736,-22,-1356
582,166,-872
1478,214,-1610
2570,-446,-2208
2294,-1172,-2178
-32768,-14412,32767
5480,558,-4032
-294,1166,-762
518,-72,-1572
630,290,772
730,28,-492
2396,3868,16524
3712,-4120,2580
-268,-1628,14846
182,182,-738
540,2132,12574
2822,-424,2364
934,1690,5568
1036,136,6564
496,298,6762
666,494,6974
712,50,6788
696,226,6812
752,240,6932
776,206,6812
734,142,6954
698,286,6938
678,242,7086
650,286,6962
538,302,6994
590,254,7030
600,312,7038
644,240,6970
578,266,6984
618,328,6992
608,296,7008
630,270,6954
636,354,6968
582,222,7008
630,326,6950
648,268,7000
630,240,7030
628,276,6956
594,228,6998
616,272,7008
662,280,6962
630,250,6966
586,294,7052
688,290,6942
650,202,7046
642,298,6996
588,302,6986
608,274,6952
602,290,6964
658,272,6964
642,268,6988
594,264,6852
634,296,7006
646,254,7006
606,284,6994
614,278,7014
614,304,7014
670,266,6928
606,284,6944
642,306,6962
416,232,6790
604,276,7052
364,-90,7236
680,270,6892
970,658,6642
598,418,6822
502,328,7092
496,324,7024
638,284,7024
658,318,7098
598,222,7060
566,272,7048
196,270,7030
964,162,6912
950,248,7204
658,230,6886
528,540,7134
702,198,7162
498,228,7458
556,56,7776
320,44,7228
428,-170,7200
72,-88,7796
20,-412,7872
158,-302,7016
372,-108,7188
-162,-460,7000
-256,-558,7220
-402,-548,7382
-352,-756,7292
-256,-446,7272
-230,-716,7456
-248,-778,7430
-456,-626,7192
-620,-714,7196
-448,-484,7240
-452,-688,7270
-436,-628,7208
-542,-608,6828
-678,-458,6948
-670,-424,7012
-558,-448,7032
-428,-528,7054
-412,-618,7004
-618,-626,6700
-654,-442,7060
-728,-564,6768
-506,-422,6846
-342,-392,6626
-626,-420,6734
-756,-578,6694
-876,-686,6570
-804,-680,6718
-622,-530,6866
-586,-694,6856
-516,-782,6728
-660,-608,6754
-726,-592,6542
-724,-710,6654
-616,-568,6880
-674,-674,6662
-804,-720,6982
-896,-750,6772
-1088,-914,6696
-1092,-806,6648
-1192,-840,6640
-1172,-950,6746
-1066,-942,6736
-1194,-1032,6488
-1288,-926,6446
-1294,-974,6360
-1302,-954,6376
-1390,-1050,6260
-1418,-1094,6382
-1516,-1062,6232
-1554,-1032,6174
-1692,-1134,6382
-1590,-1150,6380
-1614,-1102,6364
-1858,-1162,6300
-1928,-1144,6290
-1874,-1236,6218
-1952,-1152,6324
-2162,-1266,6340
-2244,-1206,6074
-2282,-1256,5968
-2194,-1174,5832
-2160,-1088,6118
-2126,-1238,5900
-1982,-1248,5460
-2016,-1224,5544
-2238,-1164,5870
-2042,-1128,5352
-1168,-968,3784
-1534,-1474,3712
-762,-704,3024
-2056,1270,214
-1726,-344,-1642
-410,52,-1558
1078,62,-1416
2954,-344,-1026
3844,-804,-1172
3890,-1786,-4326
28692,7084,-4800
1514,1162,-3420
1638,-1276,-5314
1310,-690,-2096
-368,-778,-1032
1640,-874,-186
-2096,200,1218
1500,4622,30226
1730,-444,-2274
-2686,-1074,19296
1422,2170,9650
316,-520,7138
390,884,6646
1238,194,7146
362,230,6424
794,240,7144
496,170,6986
760,332,6962
534,128,6976
612,322,7044
638,222,7026
570,342,7030
552,314,6988
556,274,7000
588,390,6982
534,248,6978
642,288,7010
556,260,6932
562,338,7044
584,292,6958
606,266,7002
588,300,6962
592,302,7050
548,308,6958
572,272,7058
628,300,7010
508,250,7016
588,306,6984
564,334,6958
566,292,6950
540,326,6984
596,286,6962
614,270,6924
544,276,6796
584,346,7052
666,386,7216
600,324,6934
408,308,6994
664,322,6902
554,314,7004
402,260,7160
520,330,7246
702,470,6990
340,256,6928
796,332,6880
2,126,7206
976,516,6718
722,320,6754
536,188,7026
474,258,7088
584,324,6966
584,276,6910
586,338,7004
534,328,7064
554,280,6996
576,346,7000
598,272,7012
586,362,7020
464,318,7010
572,466,7160
650,216,6984
616,366,6836
488,108,7354
652,150,7080
954,292,6810
56,94,7016
-68,474,8032
582,386,7520
1106,-444,6610
878,-116,7360
522,208,8692
304,-114,7492
220,-108,6806
590,-222,6838
822,-282,7218
922,-462,6768
840,-192,7124
854,-420,7224
808,-346,7230
928,-484,7236
928,-544,7082
1204,-522,7208
1080,-602,7112
1214,-544,8446
1502,-692,6882
1558,-728,6874
1598,-722,6826
1862,-792,6856
2018,-868,6800
2150,-826,6756
1994,-848,6774
2166,-782,6924
2366,-800,6948
2464,-800,6178
2780,-796,6256
2532,-1052,6452
2550,-992,6686
2908,-1104,6618
3068,-1082,6584
3180,-1130,6532
2976,-1400,5800
3606,-1080,6258
3560,-1180,6492
3590,-1212,6138
3788,-1310,6258
3786,-1296,6238
3876,-1308,6330
4760,-866,6502
4288,-1280,5652
4530,-1246,7842
4258,-1594,5318
4614,-1616,5710
4730,-1616,5762
4632,-2108,5550
4778,-1928,4966
5008,-1760,4976
5152,-1582,5404
5250,-1700,5160
5542,-1722,4968
5414,-2154,4560
5630,-1924,4612
5400,-2138,4676
5808,-1848,4936
5836,-1984,3904
5938,-2398,3950
5996,-2368,3882
6016,-2216,4182
6136,-2308,3980
6328,-2446,3854
6560,-2460,3922
6568,-2502,3504
6436,-2826,3528
6856,-2546,3352
6902,-2538,3204
6654,-2470,3020
7128,-2256,2822
6970,-2474,2656
7230,-2726,2572
7186,-2764,2460
7102,-2594,2122
7076,-2590,1936
7216,-2526,1728
7410,-2510,1310
7352,-2536,856
7406,-2404,748
6898,-2194,594
7280,-2434,120
7300,-2094,-424
6696,-2418,-344
4094,-1514,-1604
850,558,880
-266,-218,-762
4968,-1186,-3978
1336,-442,-1606
-864,168,-86
624,338,-1022
1360,280,-1968
3332,-546,-2520
2428,-934,-2042
32767,-4446,-13282
7640,1366,-5246
748,132,-4196
904,-312,-198
894,-292,578
376,-324,-164
-2970,566,4380
-8482,6510,32767
4454,-958,-6222
-1882,-818,16430
1878,776,3896
2824,1608,8102
-592,-1596,2860
-656,636,11152
1262,188,8762
460,202,7422
534,366,7050
612,310,7104
656,224,6922
504,266,6988
658,352,6924
610,238,6932
628,310,6958
650,360,6958
504,196,7014
632,346,7022
588,266,6990
606,272,7004
614,250,7008
652,250,6944
626,244,6956
622,292,7032
540,268,6970
676,254,7024
606,294,7098
620,272,6952
650,304,7024
606,270,6958
608,312,7028
626,240,7048
616,270,6930
618,244,6904
604,310,7006
632,258,6932
606,252,6926
636,308,6986
622,266,7010
602,292,7016
634,316,6976
620,292,6990
588,306,6962
564,258,6974
598,268,6942
608,264,6936
596,264,6940
614,308,6958
558,298,7020
608,302,7000
590,296,6948
654,308,7030
604,534,7664
480,284,7218
526,184,6996
264,52,7190
726,376,6748
450,272,6988
488,412,6794
716,386,6972
676,242,7290
656,292,6768
448,180,7158
352,250,7402
80,66,7200
902,-76,7204
756,448,7188
390,392,8070
6,-370,7964
410,-252,7004
74,-206,7218
-352,-352,7062
-366,-124,7316
-478,-224,7218
-570,-668,6478
-656,-442,6792
-770,-588,6882
-510,-392,7024
-494,-526,7090
-656,-704,7156
-930,-592,7226
-962,-682,7014
-808,-542,6948
-670,-504,7016
-652,-570,6778
-810,-528,6860
-920,-446,6982
-1026,-348,7176
-908,-544,6940
-878,-576,6856
-882,-492,7102
-792,-408,7146
-886,-474,6856
-1066,-464,6782
-1172,-444,6912
-1084,-364,6918
-1036,-482,6718
-1120,-356,6588
-1340,-410,6622
-1374,-354,6736
-1322,-326,6542
-1136,-280,6550
-1242,-286,6766
-1410,-402,6662
-1480,-400,6632
-1558,-424,6726
-1530,-262,6634
-1506,-390,6584
-1596,-398,6700
-1640,-490,6498
-1732,-480,6682
-1754,-448,6762
-1648,-460,6682
-1668,-460,6504
-1756,-404,6578
-1758,-426,6606
-1854,-484,6442
-1818,-430,6542
-1910,-400,6550
-1846,-404,6488
-1944,-496,6484
-1972,-592,6630
-2058,-534,6596
-2094,-488,6606
-2168,-406,6652
-2228,-556,6644
-2120,-568,6626
-2022,-564,6468
-1984,-472,6450
-2084,-440,6526
-2132,-420,6604
-2132,-476,6400
-2122,-522,6188
-2202,-462,6290
-2298,-482,6512
-2240,-566,6176
-2334,-440,6276
-2494,-464,6136
-2514,-596,6092
-2548,-574,6258
-2690,-658,6048
-2740,-674,5994
-2860,-708,5908
-2612,-606,5974
-2622,-736,5748
-2618,-704,5514
-2628,-790,5148
-2734,-814,5490
-2542,-706,5334
-1928,-620,4934
-2234,-1054,3922
-1154,266,3776
-1932,-744,4180
-1596,1052,3570
-1698,30,-2266
-492,206,-1668
1012,170,-1342
2926,-194,-914
2128,-1126,-1064
5632,-2510,-4888
7096,11118,-8614
-14954,2840,3020
-228,-2866,-3034
2296,-28,-2068
1760,-220,-1622
-564,-32,1066
3120,-454,-3868
2376,-606,11982
368,72,-1432
-1758,528,6782
1450,-342,8080
24,918,6360
236,146,6774
898,466,6382
782,108,6976
542,346,6534
594,196,6768
694,336,6990
468,218,6930
464,290,6908
448,194,7112
434,320,7060
550,242,7074
464,278,7036
494,328,7076
450,302,6936
534,258,7022
512,334,6886
460,296,7040
528,272,6954
538,284,7004
530,278,7004
506,312,6930
478,318,7026
498,286,7050
470,242,6986
456,262,6928
510,266,7026
446,276,6946
462,304,7026
492,294,6912
514,276,6944
432,304,6948
560,358,6982
504,272,7006
504,306,6982
500,270,6996
458,294,6984
488,314,7032
438,268,6968
462,294,7110
526,344,6936
510,280,7012
468,306,7008
494,292,7004
504,306,6938
448,356,6976
470,312,7060
436,272,7038
494,288,7034
338,256,7030
520,266,6936
274,366,6766
234,356,6876
732,208,7252
546,236,7002
632,166,6878
600,232,6976
564,286,6932
882,466,7062
658,328,6808
516,356,6304
730,102,7360
562,334,7156
476,318,7336
812,162,7738
978,242,7518
870,44,7068
410,-128,6680
464,242,7292
834,110,7804
950,-328,7290
948,-142,7474
974,-52,7310
1194,-262,7184
1314,-50,7642
1220,-294,7314
1064,-430,7188
1272,-270,7144
1368,-362,7128
1498,-376,7108
1648,-402,7054
1852,-524,7194
2056,-446,7306
2264,-688,6858
2326,-580,6938
2396,-500,6852
2700,-668,6998
3006,-828,6668
3054,-752,6410
3166,-850,6398
3238,-690,6430
3554,-848,6254
3622,-868,6156
3602,-808,6300
3686,-824,6116
3854,-930,5946
4090,-1074,6030
4206,-1000,6108
4150,-1178,5942
4266,-1058,6210
4394,-1144,5786
4470,-1174,5820
4528,-1206,5800
4656,-1206,5618
4780,-1170,5496
4984,-1152,5622
4940,-1188,5546
4724,-1338,5472
5004,-1320,5338
5188,-1336,5128
5550,-1458,5064
5752,-1622,4924
5632,-1532,5066
5694,-1528,5112
6060,-1470,4984
6190,-1760,4326
6172,-1656,4326
6224,-1682,4252
6106,-1534,4438
6264,-1544,4094
6122,-1518,3874
6360,-1642,3714
6494,-1690,3790
6600,-1610,3938
6696,-1682,3302
6856,-1752,2912
7016,-1750,3036
6750,-2046,2958
7090,-2022,2852
7280,-1966,2626
7402,-1972,2694
7728,-2212,2544
7868,-1936,2396
7578,-2298,1964
7700,-2066,2186
7392,-2006,1582
7546,-2138,978
7708,-2206,880
7558,-2068,484
7322,-1866,112
7128,-1840,-252
7164,-2126,-698
7274,-1930,-404
6930,-1762,-1304
6192,-1496,-2964
3962,-3026,-3904
3098,-1352,-824
-284,212,-654
-696,-90,-212
-466,4,-674
422,200,-1236
1020,84,-1830
2174,-164,-1980
2840,-164,-1802
-17216,32767,32767
5366,1584,-2680
-3286,-542,812
-528,-484,-1106
176,-350,-706
602,-254,-778
-2128,-84,5210
24328,-3142,32767
-1212,-1206,6416
-338,820,5370
2190,1882,7352
1296,-1922,4376
-414,1432,7308
528,-440,7932
56,190,6930
820,140,6800
476,266,6800
762,244,7132
710,264,7174
522,322,7026
550,288,6972
628,318,7048
628,352,6960
646,286,7048
602,360,6972
648,230,7050
642,272,6910
610,260,7006
644,304,6960
556,238,6976
640,296,6998
644,308,7028
648,298,7032
576,230,6976
650,318,6994
658,308,7016
630,318,7058
646,238,6950
644,240,7048
624,292,7000
638,254,7018
662,280,6976
648,278,7092
670,306,6960
670,324,7074
638,276,6944
480,290,7034
748,112,7056
726,366,6956
590,194,7106
676,220,7048
344,290,6788
604,294,6940
784,318,7080
676,278,6924
650,320,6958
664,274,6980
650,238,6990
614,280,7002
620,264,6962
556,260,6962
580,278,6996
626,342,6982
628,308,7004
370,316,7044
652,264,6910
656,176,7066
608,280,6972
498,328,7010
464,224,6908
1226,236,7120
826,264,7150
458,160,7070
480,80,7000
496,202,7412
-130,182,7804
-216,210,8120
182,174,7630
100,-306,7052
190,-252,7096
-104,-412,6796
-236,-48,6834
-644,-274,7004
-582,-402,6958
-708,-342,7332
-840,-486,7342
-690,-418,7344
-886,-520,7054
-1020,-322,7110
-1140,-560,7196
-1042,-408,7092
-1064,-430,7006
-1098,-644,6840
-1318,-582,6958
-1364,-506,6932
-1318,-516,6826
-1508,-534,6744
-1616,-598,6768
-1704,-692,6730
-1790,-596,6634
-1848,-626,6864
-1850,-638,6706
-1912,-598,6594
-1966,-592,6404
-2028,-680,6332
-2012,-668,6430
-2102,-606,6604
-2106,-516,6592
-2072,-540,6608
-2302,-692,6144
-2522,-632,6262
-2434,-676,6202
-2496,-724,6246
-2510,-682,6256
-2346,-548,6110
-2298,-614,6022
-2648,-796,6070
-2484,-626,6134
-2340,-586,6456
-2208,-622,6262
-2278,-758,6044
-2408,-744,6166
-2462,-750,6162
-2558,-792,6158
-2390,-712,6246
-2374,-778,6252
-2398,-816,6276
-2392,-816,6182
-2386,-768,6350
-2404,-882,6358
-2332,-900,6312
-2334,-930,6096
-2190,-862,6346
-2096,-1002,6130
-2114,-1006,6304
-2192,-946,6426
-2020,-1018,6434
-1724,-1260,6042
-1482,-992,5796
-954,-970,5566
134,-482,5144
1620,-542,3364
3992,566,6424
-2626,122,-1972
-634,-172,-2058
-482,-230,-2138
914,-242,-1784
1726,-380,-2280
3176,-824,-1520
3098,-1834,-3682
-130,-5176,-9920
11558,-278,-32690
1890,298,440
332,-1992,-5272
1438,-328,-1350
-1320,-1648,-2376
-8298,-254,15406
202,590,6134
770,1308,3602
2704,-1478,3166
2112,1062,2766
-1228,-212,4590
990,-20,7858
436,244,6358
442,176,6874
922,424,7038
596,322,6652
702,454,6900
642,236,6858
686,382,6822
628,236,7032
538,210,6938
544,302,7052
624,240,6948
558,346,6996
572,276,7058
638,280,6998
570,318,7000
620,296,6998
548,252,7046
540,294,6928
592,250,7016
562,296,6974
624,356,7072
582,284,6972
514,338,6932
574,320,6976
634,300,6986
676,272,6982
558,296,6956
582,284,7012
678,366,6914
538,334,6946
582,266,6974
590,326,6946
548,266,7000
566,306,6974
650,278,6986
554,330,6928
594,258,7026
612,306,7036
478,328,7038
568,160,6938
628,248,6990
590,282,7084
580,264,6974
582,294,6938
620,336,7046
586,288,7056
802,294,7076
528,240,7238
616,308,6966
212,278,7118
342,196,7588
482,82,8060
896,28,6876
706,-216,6626
734,12,7520
382,364,8920
754,-22,8240
1058,-984,6982
1130,-162,7470
974,-106,7406
1090,-220,7286
1294,-372,7180
1222,-468,6782
1314,-356,7092
1532,-256,7416
1766,-360,7048
1690,-390,6742
1606,-484,6614
1674,-336,7096
1906,-352,6960
2056,-390,6348
2218,-530,6498
2402,-498,6948
2548,-572,6756
2528,-538,6550
2666,-612,6586
2796,-648,6596
2946,-746,6608
3090,-808,6586
3306,-854,6668
3374,-874,6644
3500,-910,6844
3624,-986,6544
3734,-920,6482
3854,-1042,6440
3914,-994,6348
3934,-970,6234
4102,-908,6050
4144,-900,5992
4390,-1086,6106
4478,-972,5912
4304,-1092,5728
4518,-1066,5738
4816,-1084,5932
4606,-1122,5662
4806,-1188,5568
5174,-1276,5406
4946,-1384,5134
5184,-1298,5106
5464,-1414,5078
5352,-1334,4790
5352,-1492,4416
5506,-1558,4460
5756,-1548,4516
5920,-1742,4170
6252,-1654,3950
6310,-1798,3976
6232,-1812,4078
6360,-1908,3948
6394,-1944,3758
6860,-1846,3648
6968,-2208,3196
6710,-2292,3002
6948,-2226,3346
6876,-2132,3458
6852,-2032,2902
6984,-2072,2486
7070,-2122,2172
7164,-2266,2356
7104,-2064,2046
7092,-1980,1118
7194,-2136,882
7166,-2142,1142
7290,-2332,1122
7164,-2302,54
6906,-1806,-408
5102,-2494,-388
5908,-1436,-908
4266,-766,-1742
646,94,-1436
-652,-68,-506
-892,-246,48
-250,40,-684
814,132,-1216
2002,162,-1392
3118,-444,-1972
3082,-506,406
834,-2618,-10930
3736,526,-6834
-1614,68,856
-536,-600,-312
324,-510,-506
916,-788,-1850
1610,-1172,-3414
-13960,-2200,8140
12286,11324,32767
-758,670,-660
858,-112,-668
-4300,598,11456
3408,576,2380
-1964,-80,7098
434,-410,6620
-556,-502,9500
364,-50,6478
782,286,6912
916,230,7066
830,180,6908
650,196,6802
704,262,7006
722,260,6954
700,300,7060
672,220,6982
690,310,6920
706,294,7010
740,242,7016
742,354,6946
640,262,7064
694,322,6936
732,290,7034
652,244,7036
750,292,6954
734,338,6964
708,282,6948
650,324,6976
686,218,7046
702,294,7036
756,266,7012
692,300,6964
688,294,6974
640,264,7012
680,244,6994
698,286,6944
666,278,7018
682,234,7046
682,306,7006
736,320,6964
682,256,7006
748,278,7040
720,280,6914
748,270,7024
656,296,7008
652,292,6932
720,246,7070
760,318,6988
742,298,7022
692,274,6966
708,268,7006
630,270,6972
696,290,7032
668,288,6918
670,298,7010
696,242,6950
710,256,6992
694,264,6978
702,288,7074
686,230,6992
732,230,7062
674,272,6898
562,220,7418
420,88,7640
322,278,8050
204,170,7468
-328,-398,7328
92,-190,8004
0,-370,7344
-82,-510,7152
-212,-388,6990
-620,-454,7112
-1054,-504,6914
-1038,-316,7342
-970,-472,7392
-944,-630,7108
-1140,-418,6904
-1250,-598,6904
-1360,-708,6710
-1830,-564,6754
-2356,-420,6688
-2298,-448,7032
-2428,-734,6516
-2704,-522,6204
-3112,-854,5728
-3348,-610,5908
-3458,-444,6288
-3556,-364,6010
-4044,-754,5508
-4302,-504,5186
-4480,-574,5198
-4626,-396,5196
-4974,-376,4814
-5034,-706,4296
-5392,-664,4086
-6028,-562,3954
-5996,-240,4034
-6136,-260,3512
-6056,-132,3428
-5772,-286,3032
-6314,-378,2720
-6432,-518,2408
-6410,-280,2318
-6506,6,2332
-7094,756,1704
-6346,-208,1678
-6492,228,1566
-6862,720,894
-6866,380,1018
-6252,-48,1158
-6202,228,1180
-6784,442,590
-6850,104,454
-7332,290,-60
-8336,522,-32
-7284,316,-262
-7170,334,-458
-7514,272,-758
-7298,310,-792
-7762,414,-1388
-7528,120,-1776
-6810,120,-1650
-7312,384,-1672
-7664,212,-1922
-7474,184,-2204
-7320,114,-1978
-7650,70,-2100
-7894,86,-2344
-7426,-26,-2414
-6654,388,-2428
-6688,694,-2122
-5652,106,-2076
-3986,280,-952
-2504,404,-2156
-880,-12,-2242
-568,292,-1492
1104,336,-784
2766,172,-346
4014,-1582,-3018
4262,6978,-2042
1568,-4236,-12282
32767,10588,4742
290,100,-6580
7454,2740,-5132
6714,1068,5418
-4632,1060,11886
-708,-310,-270
640,598,13222
-258,-476,4890
210,766,6630
228,180,7170
-238,342,6798
34,276,7342
-96,194,6966
-98,170,7096
84,312,7074
-22,200,7018
70,252,7000
50,252,6974
56,258,7024
16,200,6900
90,310,7018
26,216,6910
46,216,6866
-40,324,6922
20,240,6988
38,234,6972
54,234,7056
60,212,7014
-2,190,6928
32,216,6958
2,226,6912
-18,276,7024
48,222,6840
20,234,6966
26,248,6938
4,252,6970
116,258,7002
62,244,6922
110,222,6966
12,246,6934
66,286,6898
48,220,6974
48,260,6990
56,268,6932
38,286,6922
40,258,6978
58,234,6974
50,288,6920
-10,286,6994
48,202,7018
22,270,7024
-38,226,6996
-20,344,6908
226,194,7016
234,282,6948
-28,194,7050
-136,-22,7166
136,208,7006
138,294,6986
36,238,6944
98,208,7072
-40,260,6920
84,286,7046
60,292,6954
398,182,6978
252,150,7274
220,212,7598
164,464,7652
612,28,6796
1020,-140,6808
582,342,7738
364,94,7924
414,-356,7536
1194,-164,7536
1464,-222,7226
1658,-460,7288
1730,-176,7662
2102,-502,7376
2510,-654,7166
2940,-438,7204
2760,-792,6870
2760,-724,7154
3362,-654,6790
4194,62,6526
3922,-950,6394
4274,-1336,5960
4366,-1114,5864
4366,-1494,5650
4944,-438,5892
5270,-976,4804
5956,-1336,5260
6196,-1154,5080
6026,-1116,4752
6180,-1142,4322
6830,-1296,3796
7128,-1302,3706
7036,-1060,3382
6888,-1116,3294
6794,-1080,3424
7262,-1204,2870
7384,-1464,2376
7728,-1438,2010
7754,-1418,2104
7590,-1520,2128
7110,-1602,1648
7386,-1318,1860
7616,-1544,1186
8188,-1530,1036
8062,-1990,934
7416,-1822,892
7648,-1412,724
7860,-1660,508
8096,-2174,-266
8198,-2144,-364
7616,-2130,-330
7718,-2098,-684
8076,-2236,-954
7960,-2508,-1486
8350,-2166,-1666
7832,-2210,-1330
8292,-2178,-1366
7354,-2402,-2256
7480,-1942,-2364
7378,-1958,-2652
7594,-2286,-2536
7920,-2650,-2480
7750,-2574,-2914
7470,-2438,-3250
6218,-2556,-3262
7200,-2872,-3248
4096,-2318,-4202
1666,-422,-2426
590,-76,-726
-114,50,-280
204,-110,-964
702,-180,-1712
880,-200,-2202
2478,-692,-2462
2568,-1010,-2930
14920,32767,32767
-464,-1270,-4120
-3746,-1498,-2880
382,368,-614
1488,1364,-2100
554,-226,-2240
-10694,2840,32767
512,30,-4212
2668,-266,1004
2832,1836,9480
-1346,-1036,4444
960,576,6922
564,526,7526
262,350,7262
268,470,6762
366,422,7170
584,444,7062
550,430,7046
506,438,6912
510,290,7008
464,256,6902
564,326,6932
470,252,6940
560,322,7016
540,286,7018
540,278,7042
528,334,6976
514,328,7024
466,328,6914
498,332,7012
474,324,6966
512,314,6964
542,344,6942
502,310,6946
504,366,7028
498,320,7044
484,276,7022
480,300,6966
492,308,6974
500,306,6990
484,342,6996
556,312,6926
506,342,6992
554,320,6972
578,314,7038
532,352,7018
538,336,6980
482,332,6952
524,302,6962
486,254,6942
526,262,6982
508,370,6952
460,324,7028
508,342,6960
498,336,7034
508,332,7016
484,314,7032
466,272,6992
506,246,7002
506,300,6994
328,482,7356
528,310,7414
1104,104,7302
740,134,7626
380,2,8980
520,200,9194
410,-206,7738
108,-326,7496
66,-482,8146
206,-1022,8224
278,-990,7664
392,-758,7526
588,-1106,7440
444,-740,8496
212,-1214,8282
618,-1818,7412
36,-1762,6996
574,-1688,7510
874,-1724,8064
1190,-2110,7268
1078,-2280,6242
610,-2230,6086
720,-2466,5910
1200,-2058,7732
1540,-2694,6134
1624,-3170,4330
742,-3424,4830
1234,-3058,6282
2802,-2946,6270
2620,-3812,4336
1678,-4468,6082
1538,-4588,4472
1914,-4478,5034
2100,-4906,4650
1996,-5092,3766
1860,-5238,3204
2240,-5464,5310
1932,-5366,4426
1906,-7180,3514
1662,-6118,3364
1824,-6604,3068
1636,-6180,2564
1368,-6268,3434
1606,-5970,3372
1154,-6586,2562
1200,-7416,782
2344,-9114,786
1132,-7248,1322
1494,-7520,1470
694,-7668,1212
772,-7380,650
744,-7364,536
376,-7220,1002
488,-7742,1070
638,-7850,540
432,-8014,326
738,-7854,108
1292,-7990,60
1054,-7772,-756
732,-7048,-526
1144,-7644,-306
1466,-8020,-194
892,-7436,776
702,-8118,-660
1122,-7498,-320
1392,-7296,-870
1594,-7306,-1022
1162,-7470,-1094
1030,-6800,-930
1526,-5950,-1506
2846,-2716,-1588
1034,-4516,-2264
-948,-1482,-1694
-506,18,-2188
736,-16,-1532
1712,-84,-1332
1772,-712,-842
-358,-9290,-6176
15130,-13344,-276
10614,-6684,-3214
26,4102,-2672
-1428,5870,-2066
-2170,8814,1296
-9626,-7238,1576
2574,-3080,-8420
-7332,-614,-6010
3264,5724,9636
-8980,5048,6216
3088,66,-2008
-552,3606,9072
9332,7698,30202
648,-1148,4950
412,1072,9008
-394,-706,6376
1172,560,7680
154,482,6958
750,242,7488
606,448,7214
338,296,6964
638,388,7002
720,306,6982
700,336,6918
626,326,6934
648,294,6986
674,364,7014
584,286,6960
638,380,6996
552,296,6998
652,346,7012
670,300,6968
678,354,7010
656,264,6978
676,338,6982
690,336,7036
660,354,7004
676,302,6974
590,302,6938
642,334,6992
632,366,6966
628,350,7046
656,320,6996
668,348,7010
646,306,6918
666,360,7024
632,352,7040
644,300,6978
640,308,6962
676,362,6946
690,334,7062
636,308,6988
620,334,6948
668,332,6928
628,362,6996
642,294,6970
678,326,6948
702,340,7012
688,332,6996
644,334,6958
696,322,6954
672,328,6928
634,324,6996
658,360,6988
654,334,7016
652,310,7014
634,342,7016
650,286,6948
654,336,6986
756,354,6762
880,476,6858
578,218,7160
716,418,6918
618,368,6988
778,382,7042
682,430,6846
616,354,7010
738,312,6972
722,316,7016
656,336,6986
808,340,6908
664,346,6954
-238,638,7168
720,162,6882
506,402,7252
560,320,7762
780,266,7590
398,88,7934
-206,-276,7426
-140,-174,7922
162,-34,8664
270,-284,8066
-260,-918,7628
-20,-542,8004
-156,-972,8034
-178,-734,7896
-330,-1042,8200
-562,-1230,7684
-424,-1564,7666
-184,-1520,8014
-418,-1696,7724
-214,-1720,6894
290,-2170,7480
-190,-2246,7538
-248,-2506,6922
66,-2712,6220
102,-2568,5854
50,-3226,5384
400,-3468,5682
288,-3538,6206
522,-3686,5670
740,-3826,5774
798,-4038,5238
1112,-4076,4938
1062,-4198,4524
1630,-4292,5882
1308,-4750,5316
1382,-4890,4344
1206,-5366,3342
1414,-5126,4148
2116,-5034,4570
1438,-5738,4922
1358,-6180,3574
978,-6224,3248
1488,-6294,2026
1410,-6652,2916
1460,-6802,2694
1438,-7038,1410
1224,-6712,1422
1102,-7234,1096
892,-7420,2084
1282,-8036,884
1150,-7658,304
862,-7744,794
812,-8010,1036
650,-7944,1038
166,-7904,560
488,-7492,-176
704,-7662,158
708,-7716,558
594,-6986,1094
534,-7952,-566
484,-7000,-736
716,-7038,-540
372,-7400,-60
592,-7484,254
1082,-7616,-408
748,-8222,-1310
368,-7202,-310
260,-7640,-730
446,-7528,-730
968,-7490,-570
1140,-7582,-568
1098,-7564,-948
838,-7300,-1118
870,-7018,-986
908,-6326,-1408
616,-7310,-1492
418,-7310,-596
850,-7906,-546
792,-6848,-54
818,-3888,-1950
-138,-524,-2628
476,-30,-2526
630,-38,-2090
900,-70,-1870
178,-790,-2038
-88,-6856,-5018
11722,-6694,-2738
6282,1538,-5218
50,8932,-2056
2540,11420,1742
11030,-414,-23824
-2090,-1940,-23364
4684,5244,22284
4490,1904,2588
4304,4958,12492
5316,1108,10478
